var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
e,e,e,f,c,a,f,d,a,b
f,f,d,c,b,b,a,e,e,f
b,b,c,b,a,e,b,d,e,b
d,a,b,f,c,c,d,f,a,e
d,c,e,e,a,a,c,f,d,c
d,c,e,b,a,e,d,e,e,b
d,f,e,e,f,f,c,c,c,c
a,f,e,f,d,a,d,d,a,c
e,b,a,e,f,b,c,a,d,b
c,d,d,c,b,c,e,e,a,d
f,e,a,d,e,f,a,f,a,f
e,f,d,b,b,a,d,a,d,c
d,e,f,a,f,a,d,e,b,d
a,f,b,f,b,d,e,a,d,f
e,b,d,b,d,f,f,b,e,a
a,f,d,d,a,c,c,d,e,c
f,a,f,c,f,a,c,e,e,f
b,a,a,e,e,b,e,d,d,b
c,f,a,f,e,a,a,e,b,c
d,b,e,e,c,d,f,a,a,b
d,c,f,d,f,b,d,e,e,e
b,d,d,d,a,b,f,d,d,c
a,a,f,d,b,b,d,b,f,b
f,a,a,d,c,f,f,e,a,f
d,e,c,b,a,d,c,e,a,d
d,e,f,f,a,e,d,a,f,b
d,f,e,f,b,a,b,a,a,b
d,b,d,f,b,d,a,b,c,b
a,c,c,b,d,d,a,c,b,a
a,d,a,e,b,a,f,d,d,b
f,c,f,a,f,c,a,e,c,e
b,a,d,e,a,f,c,c,b,a
d,f,e,b,e,e,b,a,f,e
f,f,b,e,b,d,b,d,c,d
c,d,a,b,b,b,c,b,d,c
b,b,c,b,a,f,c,e,a,a
e,b,f,d,d,d,e,a,d,b
c,a,e,a,e,b,e,e,a,b
c,a,e,f,b,b,b,b,f,c
d,f,a,b,c,e,b,d,a,d
e,a,a,b,e,b,d,e,f,f
c,e,d,b,b,b,b,b,d,d
c,f,e,a,c,a,b,b,e,c
c,a,b,b,a,f,b,b,a,c
e,e,d,b,d,d,c,e,d,c
d,f,f,a,f,a,a,e,b,c
b,b,c,d,d,f,a,c,a,c
e,b,b,d,a,c,b,b,a,e
c,c,b,c,d,e,f,e,f,f
e,e,b,d,b,e,b,d,a,c
e,a,e,b,c,d,c,c,c,e
d,d,d,b,e,a,b,e,f,e
d,c,c,f,f,e,f,d,d,d
e,d,d,b,f,c,d,c,b,c
e,b,e,a,b,a,a,c,f,c
a,e,b,d,f,d,a,f,a,f
e,c,c,c,d,c,f,a,c,d
d,f,b,b,d,c,c,e,d,d
a,b,e,b,f,d,d,e,d,b
f,c,f,f,a,c,d,b,c,c
b,c,d,b,d,a,b,d,d,c
a,e,e,c,c,a,c,e,e,c
b,b,e,e,e,f,a,f,b,c
e,b,d,f,c,d,b,e,f,c
d,e,e,b,b,c,c,a,a,b
e,f,a,a,c,a,a,a,c,c
e,d,c,c,d,d,d,a,c,b
c,c,d,c,b,c,a,b,d,a
e,b,a,b,f,f,d,f,e,c
b,e,e,c,c,b,a,c,a,b
a,a,d,a,f,d,a,b,b,f
a,b,a,f,d,b,e,f,d,a
c,e,d,c,a,e,f,c,e,c
d,f,d,b,e,a,e,b,c,b
b,a,e,b,a,b,a,d,f,c
d,e,d,b,c,a,b,c,d,a
b,b,e,c,d,c,a,f,a,b
f,c,e,e,c,d,e,a,e,b
f,a,a,a,d,a,b,c,f,c
d,a,c,e,b,a,a,a,f,c
d,c,d,b,d,a,e,c,f,a
d,f,d,f,a,e,e,e,e,c
c,e,d,d,c,e,d,c,f,c
d,e,a,d,d,b,a,d,d,c
b,c,d,e,f,c,c,e,d,a
e,d,d,b,f,c,e,d,e,f
a,e,e,f,e,e,a,e,b,f
e,a,c,a,d,f,a,e,a,a
a,b,e,a,a,e,a,d,d,c
d,b,d,c,e,a,c,a,e,a
e,f,d,d,a,d,f,f,c,f
e,d,d,e,c,b,a,f,b,b
a,c,a,b,f,c,b,e,c,f
e,d,e,f,a,b,f,a,e,e
f,a,c,e,d,e,f,d,d,a
c,d,f,c,f,c,d,f,e,c
a,c,e,f,b,c,e,a,a,e
e,a,b,b,a,a,e,c,e,c
a,f,b,e,e,c,d,c,c,a
d,d,a,a,b,b,a,a,b,e
