var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
c,e,c,d,f,b,e,f,b,d
b,f,b,e,f,a,e,f,e,e
e,a,b,c,b,c,d,f,e,d
a,d,a,d,f,e,c,b,c,a
a,b,d,e,e,d,a,b,e,b
a,b,d,a,d,c,c,a,e,d
a,f,c,e,b,c,a,e,d,b
f,f,e,d,e,a,a,b,e,b
c,a,d,f,f,b,a,d,d,f
e,c,e,c,a,e,a,a,b,f
b,e,d,c,f,a,c,b,b,e
c,c,e,a,a,d,c,c,f,e
a,e,f,f,b,d,c,a,e,f
f,d,b,d,a,f,b,c,f,e
c,a,e,f,e,a,b,d,a,c
f,c,a,b,d,e,a,f,e,f
b,d,b,c,b,d,a,a,d,e
e,d,d,d,e,b,f,f,f,d
d,e,d,d,f,c,e,a,c,b
d,a,c,d,e,c,b,c,b,d
b,b,f,e,d,b,c,a,a,a
b,c,e,d,d,b,b,f,f,b
f,d,f,b,a,b,c,d,a,d
e,d,d,e,c,a,b,b,c,e
b,e,b,a,d,f,d,e,a,a
a,e,f,d,e,a,c,e,a,f
a,a,c,d,e,b,d,d,e,d
b,a,e,d,a,b,e,d,d,d
f,b,e,a,e,f,e,e,e,c
f,c,f,e,a,c,f,d,f,d
b,b,f,f,b,c,f,b,b,a
e,d,e,e,d,a,a,e,c,c
a,a,c,f,f,c,d,c,a,a
b,f,a,e,a,f,d,f,d,f
d,c,d,a,a,c,a,d,f,b
f,a,b,c,e,a,a,a,b,c
c,e,f,b,e,f,f,c,a,d
a,d,c,f,f,f,b,f,b,d
d,d,c,d,a,a,b,d,a,c
a,f,d,a,c,a,c,f,a,f
c,d,b,d,f,b,c,a,a,d
d,e,e,a,a,b,c,e,f,f
d,f,c,f,c,d,d,d,e,b
d,d,a,a,d,a,d,d,b,b
c,e,d,f,d,c,a,a,e,b
b,d,f,b,f,d,e,a,c,d
e,a,b,b,e,a,e,e,f,b
c,a,b,b,d,e,d,d,b,a
c,c,a,c,e,c,b,a,a,e
b,d,f,b,f,c,d,d,e,b
c,d,c,c,a,f,a,e,d,a
a,c,e,c,f,e,c,a,e,f
e,c,b,d,b,c,b,f,e,f
a,c,e,a,b,f,c,c,c,b
c,a,c,d,a,c,e,e,a,b
d,e,d,f,b,f,e,b,a,c
f,c,b,c,e,e,b,c,d,f
a,d,e,d,e,c,c,f,f,a
a,a,c,a,e,a,c,a,f,b
b,b,f,d,e,e,c,d,c,b
e,b,e,f,f,e,d,f,f,b
f,c,b,c,c,c,c,f,e,b
e,a,f,e,f,a,e,b,b,f
e,c,a,d,c,f,d,a,a,b
a,e,c,a,a,b,f,c,a,d
b,f,d,f,b,d,e,c,a,a
b,e,b,c,e,f,b,c,f,d
e,b,f,c,a,e,d,d,f,c
c,a,d,a,f,a,c,d,e,b
d,e,b,c,b,c,e,e,a,d
f,d,f,f,e,f,e,d,c,e
d,a,d,d,e,a,f,d,f,f
d,d,e,d,d,c,b,e,e,b
a,f,e,a,f,e,f,d,d,d
e,d,c,b,d,d,e,f,f,a
a,e,a,a,e,c,d,b,f,c
a,a,b,c,e,c,e,b,b,d
b,f,c,e,a,f,f,c,b,f
a,c,d,f,a,d,b,e,a,b
b,d,b,e,f,d,e,b,a,a
d,b,e,c,c,f,f,f,a,c
a,c,e,d,d,f,f,d,e,c
d,e,e,b,c,c,c,e,a,e
d,e,d,b,e,b,e,f,f,b
e,b,e,e,b,a,a,b,f,c
c,c,d,a,b,e,f,f,e,d
f,e,c,d,f,c,e,f,c,e
c,d,b,f,e,a,e,d,b,c
f,c,f,f,d,c,e,f,f,a
a,a,a,c,f,c,c,c,e,c
c,f,e,b,f,f,b,b,d,e
f,c,e,e,d,b,e,b,c,d
f,c,d,c,b,d,d,b,d,e
b,c,d,f,a,b,b,b,e,f
b,d,b,e,e,c,b,f,b,c
d,c,d,c,b,e,c,b,e,b
f,d,c,c,a,b,f,b,b,a
c,d,c,a,e,d,f,e,e,b
f,f,a,e,f,e,c,b,d,d
a,c,d,f,a,b,e,c,c,a
a,d,b,e,f,e,a,d,c,d
d,c,f,e,d,b,f,a,a,e
e,d,f,f,f,b,e,e,c,e
b,e,a,c,f,d,c,c,b,b
a,d,b,f,a,d,c,c,a,e
b,e,d,d,e,c,b,c,b,d
e,e,f,c,f,c,e,a,a,b
a,c,a,d,f,b,c,f,b,a
c,d,f,b,d,c,f,e,a,f
d,f,f,a,d,c,b,b,a,d
f,b,b,f,d,a,e,b,c,d
e,c,a,b,d,c,c,c,e,d
b,c,d,d,e,d,c,b,b,d
e,f,b,e,a,e,a,d,e,e
