var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
c,a,d,e,e,b,f,a,f,f
a,c,e,e,a,d,a,f,b,e
d,b,e,e,a,c,e,d,d,e
f,b,a,e,f,f,b,a,d,f
e,f,e,e,e,f,c,a,c,e
e,f,d,b,b,f,e,a,e,a
b,e,d,f,f,f,e,a,f,c
b,d,b,a,e,f,e,d,b,b
f,e,b,e,d,e,a,c,c,e
b,c,b,d,e,d,c,b,a,a
b,d,d,a,d,a,e,b,f,f
e,d,c,d,e,c,d,e,b,f
b,c,a,d,f,e,b,e,f,b
e,d,f,a,f,a,c,d,d,c
a,c,f,c,d,d,a,c,d,e
e,e,a,a,a,e,a,d,b,f
f,c,f,b,b,e,b,e,e,c
d,d,a,c,f,c,b,e,c,d
c,d,b,c,f,e,e,f,e,c
c,d,a,f,f,f,a,a,b,a
b,b,f,c,d,b,e,a,b,b
a,e,f,a,d,a,e,e,e,a
a,b,b,a,a,c,b,c,f,a
b,b,b,d,f,b,d,c,e,b
d,a,b,a,f,c,f,b,b,c
c,f,f,e,b,a,b,c,d,b
f,c,e,f,d,a,d,c,f,a
a,a,a,c,f,a,e,e,b,a
e,f,a,c,b,d,e,c,c,b
a,b,d,b,a,e,a,d,e,d
a,b,e,d,a,c,a,e,e,d
a,c,b,d,f,b,e,b,d,a
b,d,f,a,e,d,c,a,a,c
d,b,f,f,f,a,e,c,a,d
a,e,c,e,f,a,a,c,d,b
e,d,b,a,a,a,c,c,c,f
b,c,e,f,b,c,e,e,e,e
b,d,b,e,c,d,a,f,e,e
e,b,f,e,d,e,b,b,e,c
c,c,f,d,b,b,d,a,d,c
c,b,e,d,f,d,c,e,a,c
d,d,e,e,f,c,b,b,f,d
a,a,f,e,f,a,d,e,e,a
d,f,e,d,c,f,b,d,e,f
f,e,d,f,b,a,b,d,e,f
e,a,b,c,f,e,d,d,c,b
a,b,a,e,f,c,f,f,f,a
a,a,d,e,e,d,e,e,b,d
f,b,d,f,d,a,a,c,c,c
b,c,a,b,a,e,b,c,f,e
a,c,c,e,f,b,c,a,a,b
b,a,f,d,f,d,e,b,d,c
a,b,d,f,e,c,d,f,a,f
c,e,b,f,a,e,c,d,c,d
b,d,f,d,d,f,c,f,b,f
f,b,b,f,e,b,f,d,d,e
f,d,a,e,f,b,c,d,a,e
b,d,d,a,f,f,e,a,e,d
e,e,a,a,f,b,e,f,d,b
d,d,f,c,e,f,f,c,b,c
c,d,b,c,c,b,e,a,f,b
e,c,b,f,b,d,b,b,e,a
d,e,a,e,d,a,f,d,f,e
b,d,d,a,d,c,b,e,e,f
b,c,e,f,e,e,c,c,f,f
b,d,c,a,e,c,b,b,a,f
f,a,e,a,b,d,d,e,d,e
f,f,a,c,b,c,e,c,e,e
b,f,a,c,d,a,a,d,e,f
a,f,e,f,e,a,b,b,f,a
d,c,f,e,a,b,f,c,a,a
d,c,c,c,d,c,c,b,c,c
f,c,e,d,c,d,d,e,a,a
b,e,c,e,c,f,c,f,c,c
f,c,f,e,d,a,e,c,d,e
f,a,a,b,b,c,b,c,f,d
e,f,d,e,c,f,d,f,d,a
c,f,e,d,f,e,e,b,a,e
a,e,e,a,c,f,a,b,f,a
b,d,e,f,b,e,d,e,b,d
c,c,f,e,f,e,d,a,d,b
f,b,a,d,e,b,f,b,b,b
e,d,d,b,a,d,e,c,a,d
f,b,f,a,a,f,d,c,e,e
e,d,b,e,f,a,d,c,b,b
f,d,b,a,a,c,b,a,b,b
b,a,d,a,d,b,a,d,a,c
e,e,d,c,a,b,c,d,d,f
e,e,c,c,d,e,c,d,e,f
a,f,e,b,b,c,e,b,a,b
a,b,f,d,d,f,c,e,e,f
a,e,d,a,b,b,d,d,a,c
e,f,c,a,c,d,b,a,a,b
d,a,a,f,f,f,f,f,e,a
f,e,e,d,d,a,c,b,b,c
e,a,e,d,f,a,a,e,d,e
b,f,c,a,e,c,f,f,f,f
e,a,d,e,a,e,a,a,b,f
e,f,e,f,e,e,e,c,d,a
