var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
g,t,t,l,g,j,c,o,A,b
s,w,D,d,m,w,g,o,n,B
p,l,q,j,d,l,u,z,r,e
b,o,h,A,C,C,v,f,i,k
B,o,i,y,m,x,c,z,A,e
y,B,r,B,x,D,a,D,u,k
g,C,k,k,h,x,y,p,g,k
s,b,f,c,q,e,w,s,x,u
g,r,l,s,u,i,D,s,d,A
n,g,y,n,e,i,t,a,C,k
A,a,C,s,p,i,z,q,B,f
y,o,e,c,d,t,p,g,k,v
q,g,b,r,s,o,B,n,p,d
r,o,n,h,B,j,w,i,b,t
l,e,q,h,A,t,j,C,p,p
u,k,p,v,m,l,k,x,D,c
D,q,s,b,C,h,t,g,B,c
s,t,B,w,p,n,b,q,b,C
A,m,b,k,r,s,z,d,g,B
n,d,m,k,z,w,g,f,v,f
c,s,D,r,h,k,x,s,m,s
j,d,x,b,l,u,q,r,e,d
u,g,C,f,D,e,v,m,D,s
h,B,b,D,s,u,u,w,y,h
p,v,x,f,j,g,z,n,b,s
D,c,u,t,e,k,e,s,x,C
g,f,s,y,e,a,c,m,k,i
e,w,m,c,q,A,f,o,v,i
c,y,p,q,s,v,i,g,p,B
h,b,j,r,D,x,p,D,h,a
p,s,c,r,f,e,h,b,c,m
c,a,k,o,d,o,j,n,D,v
A,t,D,h,h,l,r,B,d,C
A,y,a,d,d,C,A,b,v,t
q,D,A,g,B,n,v,a,g,r
l,h,x,k,A,m,m,h,w,c
A,b,j,p,v,k,y,a,d,C
f,t,f,b,p,i,t,t,z,i
B,d,t,w,A,v,r,C,l,c
v,l,A,q,i,v,q,c,p,p
d,c,v,v,r,u,c,u,B,t
f,q,z,g,p,f,w,i,v,n
o,s,z,q,k,s,A,q,d,B
u,C,B,n,s,A,y,A,g,f
t,f,b,h,B,B,i,c,h,h
y,n,i,y,C,w,f,o,p,d
x,c,m,i,y,o,o,l,z,d
v,g,h,f,l,z,r,z,a,D
a,v,g,f,r,D,e,k,D,s
s,u,v,t,n,o,e,x,b,x
s,h,D,w,x,m,k,u,l,x
l,m,n,B,k,x,v,h,b,h
D,h,d,j,A,a,m,d,a,z
o,h,n,o,v,C,d,m,m,y
s,q,A,d,v,r,s,o,v,e
u,q,r,i,r,v,g,d,k,g
i,f,u,k,c,v,t,a,t,o
B,x,a,l,C,r,w,C,k,d
c,D,a,k,s,f,k,c,h,x
t,k,r,B,n,g,A,B,A,m
i,h,i,d,g,v,B,g,l,g
y,q,u,D,s,k,i,s,w,y
A,z,B,g,i,y,n,t,w,p
p,c,a,k,j,t,y,o,y,p
A,l,x,x,w,g,t,d,c,s
b,e,l,t,a,b,r,c,q,l
C,s,p,c,m,h,y,x,j,u
u,g,k,q,b,h,B,u,b,r
D,A,d,t,t,i,b,f,a,d
e,D,s,t,q,p,c,p,t,r
w,h,s,A,q,i,h,a,k,g
x,g,e,y,x,D,d,C,a,m
c,y,w,b,u,a,i,q,n,a
y,d,u,s,A,j,k,y,g,x
k,s,x,y,C,h,A,t,h,z
n,x,h,v,C,B,q,l,q,g
u,b,C,o,t,f,D,r,d,j
g,q,j,p,t,z,w,m,a,w
x,k,s,d,r,b,b,u,y,t
l,n,B,C,c,B,D,z,A,t
i,p,B,r,C,k,z,b,o,j
A,y,h,z,f,A,p,v,h,k
m,o,x,z,p,D,p,C,a,z
y,o,q,g,u,c,A,p,o,w
m,z,D,k,m,v,r,z,g,u
n,z,h,B,i,m,A,g,u,p
b,A,c,u,w,x,A,A,r,k
v,q,x,n,l,q,x,v,r,s
t,z,h,z,B,t,e,l,C,D
o,r,a,A,i,h,v,u,g,A
u,n,l,r,c,h,q,B,v,e
y,A,n,a,p,m,l,l,w,c
o,b,e,m,h,y,z,j,j,k
r,k,C,r,g,C,w,D,a,q
j,q,o,o,x,p,j,k,a,l
k,g,q,f,p,r,g,r,y,a
t,m,f,o,y,p,h,z,d,w
w,y,A,A,o,s,c,u,q,q
j,s,x,D,r,k,C,m,u,t
a,a,e,B,y,v,t,r,l,w
d,n,w,i,y,r,n,A,k,c
o,x,w,r,l,p,x,f,o,l
p,v,D,p,z,c,D,y,b,z
l,b,s,c,m,C,v,x,h,p
y,q,k,r,r,n,k,u,v,y
B,q,j,c,m,r,B,w,D,y
w,D,o,z,C,C,z,v,n,l
s,v,b,l,t,C,w,b,g,i
y,l,D,h,C,b,o,z,o,h
f,b,b,t,i,v,f,k,j,C
