var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
b,m,j,n,f,p,s,e,r,c
k,c,q,k,o,e,m,i,m,s
k,l,d,g,p,j,r,f,c,p
b,h,p,j,t,m,m,o,a,b
o,f,f,s,s,g,g,d,s,s
j,q,a,d,p,j,j,p,e,r
t,a,g,t,e,c,f,l,f,p
p,m,o,k,f,h,s,k,c,i
e,l,e,f,d,j,h,h,j,g
m,n,o,t,p,j,e,c,i,k
r,p,n,c,q,q,i,r,a,c
m,a,c,t,s,j,b,q,n,c
b,q,j,l,b,o,k,a,h,m
f,t,t,i,e,d,i,j,r,n
f,k,g,j,q,h,a,f,c,m
m,n,s,b,i,l,c,o,e,d
h,s,e,o,g,s,f,t,g,m
n,p,b,e,c,i,m,f,s,m
a,e,e,o,g,j,i,r,o,g
j,o,a,a,s,a,k,k,d,r
r,o,l,f,k,p,m,l,e,t
p,t,a,f,h,i,s,t,c,h
o,k,o,r,q,r,k,o,q,i
g,k,c,s,k,f,p,l,a,l
c,c,n,m,c,t,k,h,a,n
b,l,p,q,h,e,t,p,p,o
s,p,m,d,g,r,e,f,q,g
a,s,j,q,d,f,f,k,i,f
a,h,q,k,c,g,o,e,n,h
l,s,t,f,d,b,o,l,t,d
h,k,r,j,c,r,t,c,m,r
o,l,o,o,n,s,q,q,e,l
r,j,h,r,h,q,f,c,k,i
s,f,n,j,o,t,j,c,e,b
a,o,f,e,r,b,e,d,a,c
t,o,a,s,i,c,m,a,a,m
l,b,l,f,i,f,i,m,l,b
t,l,b,o,k,f,p,i,q,s
t,e,t,a,o,h,g,a,i,d
o,h,g,g,p,f,q,e,e,e
k,t,c,t,k,r,p,s,t,q
m,p,b,h,i,f,j,f,d,f
i,n,g,b,q,n,k,n,i,k
e,g,t,c,q,p,t,g,e,t
s,q,j,d,i,f,b,m,b,l
h,d,e,i,m,b,c,h,j,f
g,f,q,j,q,a,n,g,k,o
d,d,s,c,d,j,m,s,n,g
g,k,a,q,q,j,i,g,h,i
i,e,l,c,j,q,q,i,f,k
b,q,r,f,e,f,n,o,s,i
f,t,s,t,g,i,g,h,m,p
c,n,m,a,s,b,c,s,r,m
k,b,n,p,b,t,f,f,d,j
f,l,s,r,b,f,t,r,h,a
t,r,q,b,j,l,b,r,m,s
k,j,g,d,g,p,c,s,i,j
g,n,p,s,j,a,e,f,p,q
r,l,t,n,d,d,t,e,d,b
d,h,g,t,c,s,n,q,e,p
g,i,c,s,g,n,c,h,a,f
s,l,b,n,o,i,n,r,p,f
r,l,o,k,h,b,b,i,b,h
l,r,c,s,g,f,m,g,g,i
b,n,e,k,q,g,e,d,p,p
o,q,l,n,r,q,d,c,e,o
a,j,e,e,d,l,d,r,c,j
l,n,c,m,g,h,a,f,m,m
f,k,k,b,i,i,l,g,q,j
k,p,d,h,d,b,t,j,s,j
l,p,d,k,o,i,k,m,e,k
m,g,g,e,s,a,m,p,j,c
n,q,p,a,e,k,p,f,f,r
d,m,p,n,r,m,k,j,h,o
d,p,e,j,a,n,q,f,m,r
m,q,s,p,s,a,c,p,q,b
d,d,r,l,l,r,c,c,a,e
a,o,h,h,g,a,r,b,h,c
h,c,f,g,a,s,k,l,p,i
g,k,t,b,h,i,c,j,p,p
o,j,t,t,l,f,o,h,d,l
t,t,e,h,p,e,p,b,f,e
o,i,s,t,r,j,p,q,p,c
e,e,k,f,t,b,a,q,o,b
q,b,e,a,p,k,n,a,j,t
e,f,t,s,r,h,s,g,f,m
s,r,h,k,j,k,f,i,o,i
t,b,d,e,d,a,i,j,t,a
p,s,a,q,r,n,j,m,k,n
i,r,q,g,i,a,p,b,k,f
e,t,i,n,s,h,h,e,g,j
k,r,m,h,o,k,t,k,c,a
a,g,a,o,c,p,r,l,g,c
e,h,d,n,f,g,l,i,q,c
k,g,l,m,q,i,g,r,f,g
p,p,r,c,q,i,s,k,g,i
e,k,r,r,d,s,k,q,l,a
s,n,c,i,g,f,l,c,d,f
j,d,t,d,q,i,l,r,g,k
d,t,p,f,a,l,n,q,e,c
i,p,m,m,m,i,g,h,n,a
m,g,d,i,b,b,p,l,e,n
h,s,j,a,d,o,l,s,j,r
k,o,q,c,n,d,o,r,p,n
t,n,r,t,c,e,r,d,n,b
g,d,l,a,r,s,n,m,f,a
i,o,e,c,q,i,r,e,l,m
d,d,h,e,h,p,o,q,h,p
m,l,k,b,e,g,k,m,h,l
m,e,i,e,p,d,r,i,o,q
r,t,q,c,m,b,a,a,t,h
i,q,e,b,m,t,t,n,r,d
h,e,p,p,c,p,o,m,a,b
k,j,f,i,s,j,o,a,l,i
i,t,o,m,a,e,e,e,t,n
q,d,g,a,i,o,i,h,k,r
k,q,m,k,d,s,a,d,o,p
i,i,p,j,o,r,f,r,p,r
r,g,l,g,f,i,s,j,p,c
n,g,t,q,m,h,r,f,c,l
p,l,c,k,a,b,d,e,a,t
e,e,d,e,e,b,q,e,a,t
c,r,m,s,m,g,e,c,c,h
p,e,k,t,q,m,r,f,b,j
m,b,q,a,i,f,h,s,l,b
p,p,i,q,d,h,c,k,o,h
k,j,p,j,t,o,i,l,g,n
o,c,t,f,t,l,d,d,q,o
r,n,g,l,a,n,a,g,g,p
p,q,s,b,g,i,f,i,k,r
b,r,t,f,s,s,c,n,s,i
q,q,i,l,e,i,s,h,o,g
f,c,r,h,e,m,l,h,d,s
t,m,q,f,g,n,e,k,r,m
j,i,l,j,q,n,s,r,g,c
s,h,o,l,h,o,q,n,l,h
p,j,f,i,e,n,f,c,g,d
r,h,q,i,l,s,p,p,n,s
e,t,h,d,j,d,e,g,q,i
s,k,l,k,d,a,l,n,h,q
r,s,n,d,m,k,e,p,b,n
n,j,c,m,r,t,f,t,o,f
g,e,s,g,r,f,t,n,o,k
t,a,h,e,g,k,t,i,o,k
r,h,f,b,m,i,t,q,l,k
c,q,s,o,l,h,k,t,h,i
s,d,d,l,c,c,e,r,p,k
g,k,o,g,e,c,l,d,p,a
h,g,j,o,o,a,b,r,b,e
b,n,l,h,c,s,n,h,d,p
d,j,b,i,k,s,i,l,l,h
i,i,c,g,t,m,a,d,q,h
j,a,f,g,m,q,g,j,p,q
e,n,a,q,a,c,g,k,e,k
s,g,p,r,l,b,q,i,g,h
e,e,k,n,r,l,s,p,p,s
q,m,d,a,o,j,p,e,e,m
r,h,i,a,i,o,f,n,i,e
a,b,h,l,n,n,b,c,r,e
j,c,t,b,o,e,q,f,t,j
c,h,a,q,e,a,f,o,e,d
i,b,l,k,d,i,s,j,q,e
o,k,i,d,r,o,i,h,n,m
t,n,b,p,c,n,e,r,j,s
d,h,d,m,g,a,a,h,l,k
h,d,t,f,k,c,l,d,e,s
h,c,h,j,i,s,r,j,b,p
c,t,d,m,d,g,q,t,s,f
p,o,k,s,t,j,e,j,a,m
g,i,j,r,a,m,h,p,p,h
j,t,i,i,s,r,i,a,d,o
c,g,a,f,p,n,p,g,m,r
g,f,s,q,h,q,q,t,i,f
l,c,p,l,f,f,q,n,d,j
b,f,h,g,m,m,d,d,k,d
h,o,e,p,n,f,s,p,d,k
h,r,a,g,c,g,f,o,t,e
i,o,f,o,r,t,s,s,d,e
o,b,p,d,o,l,g,a,b,n
m,r,d,b,m,m,q,q,g,k
k,q,q,t,j,e,j,o,o,p
b,t,h,i,e,p,d,t,q,a
t,q,q,d,i,c,a,m,e,e
e,n,s,h,t,l,f,m,i,h
b,e,d,d,c,h,b,q,o,n
l,t,g,l,f,n,l,s,l,l
n,j,a,r,j,q,i,a,i,r
i,n,q,a,e,r,g,g,f,h
p,i,h,p,k,h,c,s,r,p
s,k,i,r,l,b,n,i,c,t
i,p,k,s,t,a,a,d,a,l
r,o,l,t,n,s,i,b,j,q
o,t,j,q,r,b,r,e,i,h
m,j,c,r,t,c,s,r,e,n
a,q,a,i,o,a,o,a,h,g
k,e,b,c,g,g,g,m,d,r
r,j,m,k,t,d,g,o,j,e
s,i,r,n,e,n,a,f,q,c
m,j,q,q,h,p,r,i,p,d
m,q,c,q,q,f,q,f,n,t
n,k,i,a,t,m,t,c,n,f
d,c,a,c,j,g,n,l,s,n
r,k,r,j,r,f,p,l,g,e
g,k,r,c,i,h,m,f,o,h
m,i,c,p,d,d,f,e,l,f
b,p,d,s,l,s,f,o,b,p
g,e,c,j,f,g,d,l,l,a
i,l,e,a,i,o,s,p,g,i
m,q,n,c,b,n,r,m,o,g
h,r,n,p,l,s,r,b,h,b
s,r,t,e,m,l,d,t,m,f
g,h,h,i,f,o,a,a,s,r
g,b,e,b,t,a,r,l,t,l
c,s,o,e,f,k,k,h,s,m
t,o,q,k,j,o,d,r,k,d
f,a,p,m,o,r,d,s,j,j
n,e,h,a,q,h,h,r,n,p
m,f,t,c,f,r,b,b,o,r
d,k,e,o,b,b,r,q,b,h
l,f,p,f,p,c,i,e,q,q
m,d,o,q,k,n,q,e,d,r
n,t,q,m,e,l,l,b,l,s
n,d,f,g,d,e,t,h,m,e
g,d,c,q,f,h,a,q,g,l
i,e,s,e,q,g,k,i,s,f
i,k,m,i,f,a,d,r,g,r
q,c,j,i,o,f,i,b,c,i
c,j,f,t,p,d,i,a,s,k
e,i,d,p,t,t,m,p,c,t
l,l,e,q,p,g,t,g,c,q
p,a,m,a,q,o,h,e,f,i
d,f,r,m,l,n,t,t,m,t
e,f,k,l,m,q,l,b,p,o
c,k,r,a,h,m,k,t,q,f
q,m,h,n,p,m,s,k,i,t
m,n,l,k,j,m,o,k,h,g
j,m,f,d,m,n,g,c,b,h
t,d,g,p,o,h,h,g,f,q
d,m,a,j,m,q,j,n,e,p
k,a,n,d,e,e,r,j,q,h
s,i,n,f,m,a,e,m,t,o
t,i,c,f,i,t,j,c,n,d
j,t,o,a,j,b,o,h,h,i
a,s,o,n,r,t,p,f,k,s
r,t,i,e,c,a,c,i,q,e
n,r,s,a,n,t,n,f,o,r
n,h,i,f,n,l,e,g,d,t
m,h,n,j,r,q,m,i,e,k
l,t,d,o,g,n,o,r,b,j
s,a,n,k,n,j,s,s,c,p
m,f,p,m,t,s,d,m,l,e
i,d,h,m,f,h,g,j,d,m
m,h,t,q,a,f,l,g,l,t
j,q,r,g,t,c,h,s,a,a
i,g,m,p,t,k,m,m,f,d
o,j,k,l,g,a,g,f,n,k
e,h,n,m,c,c,d,k,e,l
l,q,t,p,s,q,l,p,p,k
r,s,f,b,j,s,k,a,j,k
j,q,b,s,k,i,t,o,s,m
t,r,i,q,c,s,b,t,p,d
k,b,l,b,d,k,d,l,f,r
s,m,e,j,p,b,h,e,e,t
p,f,i,k,a,s,b,s,r,c
h,e,n,o,i,f,a,e,p,d
d,n,a,o,d,l,j,m,h,o
k,p,e,f,c,a,h,n,b,g
s,t,p,b,m,h,c,k,n,m
i,q,l,k,t,i,p,i,a,c
t,s,o,o,i,s,p,h,s,d
n,i,s,j,l,k,d,o,g,a
c,r,r,m,f,j,m,o,f,f
k,l,i,n,l,q,g,h,d,j
o,o,f,q,l,b,i,s,q,j
k,l,r,n,e,j,c,i,o,e
l,b,h,r,l,a,g,q,k,n
t,q,m,i,a,t,l,s,h,d
l,q,t,p,q,h,i,l,q,d
h,k,q,p,l,l,l,d,g,c
n,b,n,d,b,g,c,r,e,f
k,s,b,p,o,p,k,a,f,h
d,i,l,e,o,h,c,n,f,t
e,i,h,t,g,b,r,l,s,s
d,j,m,q,t,t,o,f,o,n
f,o,h,o,e,f,l,m,l,f
b,e,n,q,e,m,j,t,b,j
g,d,n,d,t,n,q,i,q,l
k,b,o,g,l,r,r,d,s,i
h,f,m,s,r,l,m,i,f,g
t,e,i,q,e,f,d,k,a,h
h,q,j,q,b,m,k,c,m,m
a,j,e,i,n,q,k,s,p,e
b,i,b,o,c,c,c,d,j,g
f,a,i,r,m,m,b,l,t,m
b,g,q,l,o,e,d,i,f,e
o,e,d,a,o,d,q,n,g,s
l,k,a,r,l,c,j,q,t,p
l,k,a,s,k,h,o,a,t,p
j,m,l,g,b,c,t,b,g,i
n,j,d,o,l,s,c,h,h,m
o,k,l,n,i,p,s,m,j,e
b,k,o,a,d,q,e,b,l,r
e,l,i,f,c,i,t,s,p,d
c,o,e,s,j,t,h,a,n,e
l,m,h,k,g,k,f,c,j,n
p,b,t,i,r,n,i,l,k,p
r,k,l,c,g,c,c,j,k,o
i,h,e,j,p,s,r,g,h,f
e,o,k,d,e,l,l,f,i,j
d,t,o,o,g,m,q,a,j,b
c,m,d,m,e,j,s,o,g,l
b,i,t,s,j,l,r,b,j,l
f,f,h,b,f,n,i,o,m,c
l,a,g,r,t,m,k,b,g,i
c,j,e,a,s,a,k,b,a,r
s,c,i,j,c,p,g,h,q,r
b,s,a,a,h,r,b,i,l,h
a,f,d,f,f,e,g,n,f,j
e,i,q,h,r,g,r,g,m,p
e,o,c,n,h,t,t,m,d,n
b,m,l,j,m,m,r,i,g,b
b,g,s,f,a,r,m,h,o,p
f,k,o,t,l,f,t,p,p,c
f,e,k,e,o,q,e,j,f,f
n,b,d,p,b,a,t,t,i,l
e,m,o,f,l,h,b,g,s,e
d,q,r,g,q,i,d,h,s,k
i,e,i,l,m,r,a,h,m,g
l,r,o,p,f,q,c,n,h,n
t,t,q,a,g,d,g,d,k,h
f,q,c,q,n,i,p,f,p,n
k,p,n,h,b,q,o,s,j,i
a,j,t,r,l,k,o,n,g,m
m,k,e,a,t,d,d,e,l,i
c,t,q,t,s,o,b,p,q,f
t,i,j,c,t,h,b,r,p,j
l,i,e,c,h,q,e,n,r,e
t,e,l,q,t,c,q,j,l,q
p,o,h,b,m,e,o,d,r,l
d,c,i,g,j,d,h,i,r,f
r,i,g,h,c,j,b,n,b,m
e,m,n,t,m,i,s,p,m,d
t,e,j,a,s,m,t,d,c,h
n,i,f,d,n,f,b,f,i,k
g,f,p,q,d,i,s,j,s,c
a,f,h,g,q,g,t,o,q,r
b,c,l,m,g,o,e,k,j,n
r,h,p,o,e,j,f,i,d,n
q,c,m,o,j,j,m,i,c,g
e,a,h,d,e,h,b,f,f,l
g,h,r,b,l,b,t,c,o,i
c,l,q,o,o,b,k,s,t,r
q,a,p,p,n,m,r,e,b,l
l,c,j,f,h,f,a,a,b,f
q,q,a,j,r,j,i,p,k,p
n,i,m,d,m,i,e,m,m,b
l,p,s,d,j,o,q,f,m,a
f,t,p,l,e,j,n,m,h,e
o,m,i,g,q,g,l,b,h,f
l,a,e,c,n,n,l,o,b,p
c,f,h,m,o,r,e,n,h,n
t,d,h,j,s,o,k,f,p,a
n,m,a,n,s,i,g,q,o,n
e,b,a,b,i,h,g,c,c,a
r,k,l,j,p,f,c,k,m,o
d,a,o,c,k,g,k,q,k,q
r,o,a,s,c,p,q,f,a,r
d,j,i,n,k,c,n,c,n,f
l,d,c,q,q,a,k,h,m,g
q,r,d,n,c,l,e,m,o,o
n,n,e,n,r,h,j,m,d,q
f,d,j,t,l,h,p,c,s,l
j,i,e,j,o,q,a,j,m,c
m,j,i,j,b,t,a,p,c,k
f,p,k,k,j,k,p,l,d,p
p,m,l,j,o,l,i,f,e,f
s,g,p,o,m,b,t,h,i,b
k,b,h,b,i,k,j,j,k,i
l,j,t,r,g,f,h,f,h,e
a,o,r,j,n,j,t,a,j,k
f,h,b,c,s,l,s,t,f,a
c,l,b,m,g,h,p,n,f,l
e,o,i,k,n,a,m,g,k,b
j,g,p,l,o,g,t,n,g,g
l,g,s,o,a,k,s,d,r,p
a,l,j,f,r,p,c,i,n,d
d,a,a,g,h,l,j,l,i,f
n,e,r,a,m,k,r,a,f,n
e,c,r,c,g,d,f,h,c,g
n,a,d,a,k,f,h,i,s,s
a,o,n,t,n,p,i,h,m,i
n,c,l,q,l,a,j,q,k,o
i,p,s,j,s,t,b,j,b,d
g,a,n,o,o,e,g,l,t,t
j,e,t,k,f,t,m,g,t,a
b,d,t,h,c,d,b,g,s,c
f,l,g,k,c,d,t,o,k,k
j,r,g,g,m,e,r,h,m,l
p,k,q,j,h,l,s,r,k,k
q,l,d,q,s,q,q,a,l,d
k,j,p,b,d,l,i,m,g,q
p,g,s,j,e,o,t,h,s,t
g,n,f,r,o,p,o,t,p,e
c,r,f,s,f,o,q,s,m,o
p,k,c,o,d,d,c,b,j,j
k,q,i,e,b,n,m,f,c,c
k,e,o,j,a,l,d,a,d,f
r,e,t,r,o,o,j,k,e,h
g,o,m,i,l,i,j,q,b,i
r,g,e,d,k,r,d,f,r,f
m,l,j,j,g,n,o,p,t,m
r,f,s,l,a,b,t,i,g,l
l,g,d,b,k,b,r,c,h,p
r,h,a,d,r,o,i,s,r,s
b,e,e,g,m,r,s,d,o,k
m,k,s,f,k,p,n,m,q,g
t,k,s,k,j,f,l,r,a,g
r,m,s,n,a,h,b,j,r,h
h,d,k,q,j,a,t,q,e,a
j,c,r,l,b,h,d,c,p,l
i,k,e,g,o,e,a,o,q,i
f,b,o,j,d,g,i,d,d,q
o,c,n,b,c,i,e,r,i,r
s,p,a,q,t,r,a,a,d,t
i,c,q,n,m,n,k,h,j,m
l,f,f,b,g,m,o,a,i,o
r,m,d,a,f,d,o,m,n,q
m,r,k,o,h,j,t,e,c,d
h,b,o,n,k,m,a,c,h,f
g,q,t,r,h,r,r,j,e,o
e,i,d,j,e,s,f,j,c,n
q,q,n,a,l,q,p,b,n,p
a,m,h,o,l,c,s,n,p,o
b,q,t,c,p,f,l,t,b,s
h,i,s,c,o,r,r,e,f,d
o,o,i,d,d,k,t,p,r,t
n,f,q,l,n,i,p,k,f,a
t,k,n,o,a,q,i,a,i,k
o,l,m,p,i,t,d,t,n,r
j,k,l,c,q,g,a,f,f,i
b,j,f,b,l,n,d,i,n,i
p,m,r,a,k,h,k,p,c,n
n,s,a,f,d,j,p,g,f,h
t,c,p,r,i,t,o,j,g,c
o,b,s,l,r,s,n,c,d,k
r,j,i,l,f,f,t,m,e,r
p,a,i,j,s,m,h,m,e,k
g,m,r,g,j,g,s,f,f,k
d,h,s,l,s,h,g,g,l,b
m,q,q,n,a,j,q,k,f,c
h,a,i,o,m,n,q,m,h,n
m,o,j,m,s,o,n,o,m,i
t,f,d,e,e,s,m,g,m,b
h,p,r,j,c,m,r,b,f,t
l,j,c,m,d,h,f,f,m,h
l,q,o,j,i,f,m,t,f,r
j,k,c,c,r,n,h,i,k,p
j,d,p,n,n,d,i,i,d,b
q,j,l,e,m,l,h,n,e,j
d,k,q,g,t,g,q,s,l,g
t,j,s,o,k,n,t,s,o,n
o,d,d,o,b,i,t,t,s,f
d,b,q,d,s,h,q,n,q,c
h,f,d,l,t,p,j,p,r,r
e,a,a,k,b,j,n,f,f,r
f,p,t,o,a,m,g,h,k,b
m,h,j,b,i,s,o,j,a,i
o,g,a,h,s,q,k,q,t,b
b,t,p,o,f,n,l,a,r,a
e,b,f,e,r,b,a,k,h,r
j,d,g,k,a,r,p,e,t,d
c,c,l,n,m,o,g,m,q,i
p,l,d,a,a,r,a,c,a,o
l,t,j,c,l,g,s,d,r,j
o,t,b,i,o,e,l,k,e,a
i,h,f,r,a,j,m,l,m,g
n,q,n,o,p,t,e,j,j,n
k,d,c,l,d,d,p,b,m,n
s,n,c,k,h,c,l,n,m,e
l,s,e,n,c,q,k,h,l,q
f,g,e,s,k,f,k,l,g,i
f,a,k,i,p,a,k,i,e,d
q,n,l,r,o,i,h,f,n,d
h,r,c,d,l,k,f,i,o,i
i,o,b,f,a,s,j,p,e,b
q,o,a,h,e,o,c,b,p,k
q,b,p,m,p,k,c,a,j,j
b,s,m,t,l,p,h,q,e,d
j,o,m,a,h,o,i,g,o,a
k,n,k,f,t,g,o,m,r,k
m,m,r,b,k,k,s,m,e,g
q,r,k,g,j,h,q,k,h,b
c,n,d,g,i,n,n,n,q,t
e,f,o,l,c,l,h,j,a,k
b,g,r,b,p,k,s,h,j,n
i,a,c,g,l,e,k,l,m,i
h,k,s,d,p,t,i,e,b,k
e,t,j,o,t,h,g,b,n,a
j,p,a,e,a,g,p,h,t,p
o,g,n,h,c,k,f,e,r,c
b,d,p,h,n,q,j,s,f,h
r,n,e,p,k,g,c,m,n,r
e,h,o,r,l,d,p,j,r,h
k,r,m,a,t,j,c,q,a,c
a,p,h,f,t,d,k,i,t,c
t,i,l,p,b,k,e,s,a,o
f,k,q,h,j,i,t,t,d,e
c,c,j,s,q,q,p,i,o,b
h,j,i,i,m,k,i,p,l,r
f,f,q,c,j,k,n,i,r,d
f,c,d,s,j,c,s,l,e,o
g,o,h,a,l,p,t,g,j,t
m,r,p,k,i,h,k,f,s,c
m,i,k,k,b,c,n,c,d,g
h,d,t,d,t,n,b,l,e,l
k,f,e,j,g,d,h,n,t,b
p,b,m,l,q,q,c,o,p,m
s,o,b,h,t,s,c,h,t,m
p,l,c,s,m,e,d,t,b,p
k,d,k,m,d,a,b,q,c,d
a,h,n,t,q,q,h,e,n,r
c,j,j,i,t,b,r,s,a,b
j,l,n,p,p,s,t,k,r,j
h,a,h,g,j,m,b,t,e,q
h,t,t,r,i,i,p,e,c,a
h,r,q,f,h,b,n,f,t,k
l,k,g,p,p,p,k,e,b,m
b,t,k,m,k,p,q,c,f,s
n,g,q,a,p,a,s,n,s,i
q,a,d,c,t,f,t,i,p,q
k,r,k,d,l,i,h,n,g,m
k,m,i,s,o,t,p,r,k,n
l,d,o,j,i,l,m,m,b,t
q,l,n,a,b,r,d,t,k,a
r,f,q,n,f,g,e,p,j,i
p,t,m,r,g,j,n,f,e,f
i,b,t,f,k,p,i,q,b,l
m,m,s,b,n,n,g,k,j,i
e,h,a,d,k,k,n,i,m,l
e,k,k,q,o,a,a,r,n,d
t,o,s,p,o,o,o,m,n,a
t,c,k,p,o,i,a,g,m,m
p,d,t,t,e,e,a,a,q,c
a,j,b,o,e,s,g,q,q,i
c,i,m,p,h,b,t,l,n,b
m,j,b,o,h,e,d,m,h,i
k,j,n,t,i,q,c,d,e,h
i,g,m,q,d,c,l,o,g,o
i,r,k,f,f,j,j,e,q,e
t,h,j,k,k,e,n,i,o,b
b,m,l,e,m,m,p,e,a,s
b,q,l,d,l,l,a,o,n,s
