var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
x,r,p,w,n,C,h,z,n,t
t,A,z,v,z,c,f,y,m,l
s,A,h,h,u,q,s,c,n,d
x,v,w,h,B,q,r,x,e,z
B,z,x,k,g,h,w,x,y,i
p,f,t,m,d,u,d,o,D,d
p,v,C,q,o,y,v,m,t,m
q,p,t,A,b,f,w,t,l,p
n,r,u,v,e,a,c,u,z,w
o,x,h,a,z,k,s,B,z,x
j,A,n,e,t,t,y,m,u,A
l,x,k,q,w,c,c,t,a,c
s,u,i,C,C,e,p,B,j,x
z,g,f,j,w,z,i,q,m,v
p,y,a,f,D,h,l,o,c,k
y,q,o,i,g,c,q,u,g,s
k,s,f,k,d,i,l,e,l,i
D,o,o,u,b,w,i,j,s,e
C,D,t,m,C,o,v,B,g,C
d,t,t,n,C,c,y,u,r,g
d,v,A,m,C,A,y,k,j,u
B,l,f,i,s,g,s,v,v,r
B,e,v,c,w,B,u,x,z,b
c,p,c,g,D,m,e,l,q,f
e,e,b,r,h,j,n,A,f,a
b,t,m,l,g,w,q,z,c,i
B,s,o,u,u,o,m,C,z,g
r,A,k,m,x,t,w,t,f,e
p,d,m,C,g,v,g,g,t,i
c,w,A,f,s,f,d,x,p,j
A,c,q,p,k,g,x,j,m,i
D,a,i,b,j,m,v,e,j,n
p,y,A,A,z,p,g,x,l,i
o,o,l,k,i,w,B,j,D,D
d,h,m,x,u,y,u,u,d,h
y,e,x,s,a,p,j,h,m,n
w,u,z,n,j,e,f,q,D,b
k,q,j,q,B,k,e,n,x,A
q,j,d,c,C,o,n,p,q,C
e,r,m,A,s,f,c,o,C,B
q,a,f,l,a,y,p,d,j,s
b,y,s,d,a,v,C,h,i,u
m,j,z,y,a,q,n,p,g,r
y,k,r,z,y,C,B,w,z,j
t,z,t,D,u,q,q,h,D,p
q,s,s,g,q,i,z,k,A,a
k,B,v,c,o,f,y,c,o,p
g,n,c,n,y,h,t,r,l,q
C,i,n,a,u,j,p,y,c,j
y,v,w,B,q,a,A,B,p,f
d,c,m,v,w,k,p,m,g,e
h,l,b,k,A,j,v,y,c,t
s,D,e,p,d,n,m,x,r,h
t,i,k,z,y,v,o,y,u,i
A,f,y,a,z,u,j,o,B,x
a,f,v,j,z,r,f,k,D,x
j,y,o,f,i,f,p,m,a,A
d,l,k,x,i,d,e,t,q,f
g,c,n,t,n,y,q,u,c,D
l,a,v,w,h,x,t,f,m,D
B,p,D,i,r,A,a,f,t,C
b,g,t,g,w,D,C,a,j,w
f,y,s,D,n,q,f,j,q,C
B,w,g,m,s,m,x,g,f,v
l,D,a,k,f,t,d,x,u,j
g,m,s,t,m,B,i,k,r,c
t,t,D,w,s,j,x,u,v,q
f,p,s,D,i,m,f,A,D,z
a,c,p,o,t,h,h,v,u,z
y,q,D,l,t,r,t,h,d,f
t,h,k,k,p,p,p,o,v,d
r,e,o,f,j,p,b,r,h,x
n,v,h,b,m,f,w,v,C,y
t,x,v,c,t,c,C,c,n,B
j,p,f,k,r,i,i,r,D,A
s,j,m,z,s,q,i,A,B,b
h,a,l,i,e,B,A,t,r,g
r,C,d,g,h,g,b,d,e,j
A,h,e,f,e,j,t,b,q,n
j,w,o,B,B,w,c,d,m,c
c,u,t,y,h,g,c,t,f,v
n,q,p,x,C,n,t,n,q,f
c,o,b,v,c,q,a,j,l,l
m,p,q,j,w,B,f,d,w,y
d,y,B,w,x,u,w,v,a,m
m,v,D,p,r,q,w,h,D,a
A,w,b,n,w,A,D,d,l,a
o,y,s,p,b,t,b,u,o,s
b,q,p,y,B,b,D,B,n,C
i,o,f,D,m,t,l,z,n,d
c,o,D,w,g,w,z,x,A,z
f,q,j,D,C,k,r,n,i,b
c,B,C,v,k,B,m,v,f,D
h,i,p,v,w,n,s,o,c,s
a,w,B,w,e,e,t,e,m,h
v,m,p,r,d,h,e,C,o,p
b,C,f,b,B,z,h,r,g,i
i,A,j,j,n,r,w,D,g,w
D,C,v,z,y,p,e,g,D,x
q,l,C,e,f,D,A,k,a,d
u,k,d,n,n,m,A,r,a,q
d,u,f,B,b,n,D,q,D,r
d,o,x,b,B,q,v,j,r,D
h,z,t,s,v,h,n,b,n,h
e,e,h,v,C,f,b,f,r,d
d,k,w,m,b,t,r,t,a,l
c,i,l,a,e,j,i,f,b,u
b,j,i,x,h,D,g,o,d,q
C,m,q,w,e,d,a,x,k,j
n,a,h,r,a,y,y,y,p,q
r,r,u,B,d,v,v,f,v,p
n,g,D,r,c,b,w,o,t,j
l,r,h,g,y,a,c,w,p,w
d,C,z,p,z,w,r,b,f,p
o,C,f,n,a,B,n,i,j,x
u,C,s,u,r,p,j,b,s,B
o,u,s,g,m,w,A,k,m,q
d,x,D,p,e,r,A,r,z,C
m,a,x,o,k,B,t,r,l,C
A,e,o,w,s,a,e,w,k,u
D,y,x,a,a,A,v,g,C,A
f,j,C,z,x,q,p,r,f,y
n,g,x,i,l,t,n,i,z,D
l,b,d,d,g,l,z,u,f,t
g,m,w,p,D,p,w,x,x,t
q,b,t,D,r,d,A,u,p,v
s,n,b,i,m,z,A,z,k,b
d,i,s,y,e,x,v,A,f,x
u,d,q,k,w,z,b,A,m,z
u,l,m,s,m,c,o,g,v,f
p,b,a,C,y,v,w,i,n,h
u,y,g,o,g,v,w,j,z,m
B,A,i,z,d,o,m,A,q,b
A,j,h,A,c,w,D,a,a,k
t,w,A,f,t,t,h,d,a,v
f,y,e,e,a,h,l,n,k,y
z,m,z,n,p,D,v,D,z,l
e,C,A,o,l,A,g,t,v,k
g,c,o,i,o,h,h,j,s,e
q,n,i,k,b,n,D,a,v,D
v,q,y,A,B,s,m,c,z,i
C,t,x,s,B,f,n,C,m,e
z,B,o,v,k,k,b,n,d,A
m,l,k,f,r,u,p,c,y,l
m,C,y,m,t,u,n,t,k,A
e,A,t,c,z,d,a,B,b,D
n,f,x,a,k,o,x,e,o,e
p,h,A,c,i,z,s,c,a,s
y,B,k,q,h,q,l,p,e,q
m,v,k,e,C,a,B,k,C,v
h,d,C,y,s,t,f,d,w,y
y,w,A,q,l,m,r,g,A,e
m,h,e,u,j,x,D,g,w,g
i,x,h,k,a,m,u,a,w,v
