var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
e,b,a,e,d,b,e,e,d,d
d,d,d,d,b,a,c,d,a,d
e,c,a,d,e,a,a,d,c,f
e,b,a,a,f,a,e,b,b,e
c,b,b,b,e,b,c,a,a,f
c,c,c,e,e,a,c,f,a,a
a,f,b,f,f,a,f,f,e,f
b,c,b,f,f,b,c,c,e,c
d,f,c,e,d,e,f,e,f,f
f,b,e,e,e,d,f,c,d,d
b,f,d,e,a,e,d,c,d,d
b,c,e,c,b,c,c,f,b,f
d,f,a,f,c,b,a,f,c,c
a,b,f,d,f,c,f,d,a,d
d,f,e,b,b,a,c,f,d,c
a,e,f,d,d,c,e,b,f,c
d,c,a,e,d,a,e,e,d,b
b,a,e,f,e,e,b,b,b,a
c,b,e,c,c,c,e,f,c,a
f,c,f,d,b,c,a,e,a,f
f,d,f,d,b,d,a,f,a,d
a,e,d,b,e,c,e,a,d,d
a,f,e,a,c,b,e,b,e,e
f,f,d,e,f,b,f,d,c,c
a,f,c,a,a,e,a,e,c,f
f,b,b,e,f,a,a,a,f,f
b,e,e,a,c,d,e,c,c,b
a,c,d,e,c,d,c,a,f,c
f,d,c,a,a,b,f,d,b,d
d,e,d,d,f,a,c,c,d,e
b,a,f,b,a,f,f,c,e,f
d,d,d,a,b,d,f,f,a,f
e,c,f,c,f,b,c,e,c,b
e,f,d,b,a,e,b,c,b,c
c,e,e,b,c,e,e,e,d,f
f,c,b,b,f,c,c,b,f,a
e,e,b,b,e,c,c,a,c,d
c,c,b,f,d,b,a,c,d,b
a,b,e,b,c,c,a,f,d,b
d,d,e,e,a,f,b,e,e,f
e,c,e,c,d,a,e,b,d,f
b,e,e,c,b,b,e,a,e,b
a,a,a,b,e,c,e,d,a,a
c,a,f,c,f,b,d,d,d,e
d,d,a,b,f,c,f,c,f,a
d,d,f,f,a,c,e,c,e,c
e,a,a,a,d,a,a,c,d,a
e,f,d,b,f,f,d,d,e,e
d,e,a,d,d,a,b,c,f,c
f,c,c,f,e,d,b,c,f,d
b,f,c,b,f,b,d,a,d,e
e,f,d,f,d,d,b,e,e,b
b,a,e,a,a,f,a,d,b,b
e,f,d,b,f,c,b,a,a,c
a,d,d,d,c,e,e,d,f,b
d,a,f,f,c,d,d,d,d,a
b,f,b,d,b,b,a,f,e,e
b,a,d,d,f,e,e,a,b,f
a,c,c,d,d,e,d,e,b,f
d,a,a,a,a,f,c,d,c,b
c,b,c,c,b,a,b,e,a,d
e,a,e,d,d,c,d,e,b,c
e,a,c,c,f,a,c,f,a,c
f,c,c,c,c,d,a,c,c,c
c,c,d,c,d,e,e,e,e,c
e,a,e,f,a,c,a,d,a,a
d,a,d,c,b,c,b,a,b,c
d,b,c,d,f,e,a,b,f,f
f,d,d,d,d,d,d,c,f,a
c,c,a,c,c,f,d,e,b,f
d,b,d,c,e,a,b,a,d,a
b,d,e,e,e,f,d,a,a,f
c,a,d,f,e,f,a,c,f,e
b,f,f,b,a,d,c,b,e,b
e,b,b,f,f,d,a,a,b,b
d,e,a,b,b,a,a,b,e,e
a,b,e,d,a,d,b,c,a,f
d,f,a,f,c,d,a,e,a,b
d,d,b,a,f,e,f,f,d,c
e,f,e,f,f,a,a,a,c,f
d,d,f,f,a,b,a,a,c,c
b,c,a,b,d,d,b,a,d,d
e,e,c,b,d,c,d,a,f,a
a,f,a,f,e,d,f,b,d,b
b,b,b,e,c,d,a,e,d,b
d,c,d,d,e,c,c,b,a,a
f,f,e,f,a,e,c,a,b,c
f,e,d,f,a,a,c,e,e,c
b,e,b,d,f,b,d,e,f,d
f,e,f,b,f,d,c,c,d,c
a,a,f,e,c,d,d,f,e,f
d,b,c,e,f,a,d,a,f,c
b,c,a,a,c,b,c,d,d,e
f,f,d,d,a,b,f,f,f,c
c,d,e,d,a,a,b,b,a,c
f,f,e,b,b,f,e,a,f,e
d,c,e,c,e,a,b,d,a,b
a,f,a,d,c,e,a,d,a,b
f,d,e,b,f,b,b,b,c,c
e,d,b,c,f,c,d,d,a,b
