var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
s,s,b,B,u,r,C,v,x,c
a,x,l,m,e,C,i,m,B,C
z,f,b,l,j,q,w,l,k,v
u,y,s,v,u,t,t,u,B,q
f,y,r,B,x,o,u,i,u,l
c,x,d,f,y,A,u,a,b,o
d,u,q,k,t,n,s,f,h,w
e,e,g,w,p,h,t,B,o,a
t,w,j,a,o,D,q,l,m,j
b,j,v,f,y,f,u,b,l,h
n,z,j,h,B,k,b,j,z,r
a,p,p,x,v,d,p,c,f,u
n,z,n,m,j,c,t,b,C,D
g,x,n,x,t,u,m,a,w,d
k,j,m,p,y,z,f,b,c,g
l,l,k,d,l,x,A,d,z,D
l,w,B,p,e,v,e,B,h,r
y,j,A,z,m,b,i,c,c,u
y,f,n,B,b,z,e,C,g,a
a,v,n,e,c,f,C,a,i,s
y,l,p,w,u,a,v,D,e,q
w,d,A,u,C,l,j,c,m,b
q,A,D,j,i,v,p,w,m,C
x,h,b,s,r,r,r,e,k,k
s,n,b,d,r,b,B,x,d,w
f,l,x,m,m,p,u,C,B,l
v,x,t,p,d,C,k,k,r,q
D,g,n,j,a,c,b,s,B,n
s,w,a,q,f,v,h,l,g,i
i,u,j,j,d,s,u,z,C,l
B,v,m,w,i,s,e,z,C,m
w,i,v,x,c,g,z,w,x,q
r,j,n,j,e,j,g,h,t,s
t,e,x,l,t,i,m,k,t,x
w,l,f,y,s,C,t,o,m,e
n,s,C,m,D,u,h,q,B,w
e,j,i,h,x,B,x,A,B,v
b,a,n,a,s,x,r,a,s,d
j,b,l,e,y,x,u,D,t,r
B,z,q,m,r,x,q,u,e,o
u,x,a,d,A,e,D,h,C,p
k,p,A,z,u,n,w,y,v,s
n,m,m,j,w,f,u,c,r,v
j,o,x,A,t,f,a,u,w,u
b,f,B,D,n,t,k,t,d,D
j,A,m,u,b,z,i,y,t,D
o,f,x,a,v,r,p,m,d,D
r,C,C,q,r,l,B,t,p,d
