"var_1","var_2","var_3","var_4","var_5","var_6","var_7","var_8","var_9","var_10"
"J","G","O","G","K","A","G","J","B","F"
"A","L","A","G","H","D","J","F","L","J"
"H","C","G","K","B","O","J","H","N","B"
"N","N","F","A","F","N","E","O","J","B"
"E","G","M","D","N","O","C","A","L","J"
"C","D","L","O","C","M","M","G","N","D"
"L","K","M","K","N","M","G","O","G","O"
"D","B","F","B","H","I","H","G","D","M"
"C","G","J","K","F","N","C","G","J","I"
"K","E","A","J","H","C","C","K","I","B"
"H","F","A","C","F","C","H","K","I","K"
"H","E","O","O","F","C","A","I","C","D"
"I","J","C","B","N","H","O","L","H","G"
"M","G","J","A","M","D","E","G","J","C"
"N","N","A","O","M","A","B","F","A","J"
"D","C","B","H","E","J","D","B","O","N"
"N","G","G","I","E","O","N","K","E","M"
"L","N","E","D","L","B","A","C","F","J"
"G","A","K","D","M","D","J","O","D","O"
"K","O","F","C","A","F","L","L","E","C"
"J","A","F","F","D","E","N","E","I","M"
"E","B","K","B","F","C","N","D","I","H"
"D","E","E","E","H","N","M","F","L","L"
"O","J","E","E","M","B","H","L","K","L"
"C","G","F","A","J","C","B","D","N","M"
"D","M","I","N","F","E","A","E","G","A"
"C","K","F","H","B","E","G","A","D","K"
"A","G","F","O","F","K","N","H","E","I"
"B","F","G","N","N","D","M","O","I","I"
"I","K","N","M","F","O","M","D","E","B"
"D","C","A","B","O","O","B","E","N","I"
"C","F","E","K","N","I","F","I","L","G"
"K","C","O","D","F","O","D","I","H","I"
"F","G","F","E","K","B","D","J","E","F"
"M","G","M","C","F","C","M","E","A","F"
"F","J","L","D","K","J","J","A","D","I"
"J","N","A","F","K","F","O","L","H","N"
"G","E","L","G","K","C","C","H","I","I"
"B","G","L","A","K","H","L","E","E","H"
"A","D","D","F","B","B","D","K","C","O"
"J","L","J","E","K","B","B","O","K","G"
"O","G","F","O","J","D","I","M","K","M"
"F","I","M","K","A","C","N","F","F","M"
"C","M","L","E","D","D","J","L","J","H"
"M","F","M","H","O","E","O","F","J","M"
