"var_1","var_2","var_3","var_4","var_5","var_6","var_7","var_8","var_9","var_10"
"A","F","J","M","F","D","K","C","A","F"
"A","F","M","K","F","G","D","M","J","O"
"E","O","C","J","G","C","E","C","B","I"
"N","F","J","F","D","D","I","G","M","I"
"K","E","E","C","B","I","A","D","F","I"
"C","G","F","I","F","M","B","D","N","O"
"O","A","J","N","A","H","L","G","G","E"
"O","A","B","N","E","I","E","J","M","G"
"G","B","O","J","C","D","B","F","M","D"
"K","A","A","F","J","B","C","A","F","M"
"B","L","F","J","G","M","H","I","M","C"
"B","B","J","L","A","A","O","C","K","B"
"C","F","A","C","L","H","E","D","F","K"
"K","C","I","O","K","B","D","C","C","M"
"C","F","J","D","C","A","H","B","I","F"
"C","C","F","A","J","J","H","I","O","E"
"B","C","J","F","I","I","O","I","F","M"
"N","B","H","K","B","O","J","D","C","A"
"B","C","M","G","H","N","G","K","D","E"
"I","A","C","C","J","H","D","B","J","E"
"L","J","I","I","L","K","O","N","M","M"
"J","A","A","N","H","K","J","D","B","E"
"E","O","M","D","O","F","D","E","D","A"
"I","J","E","D","F","M","H","J","F","O"
"N","L","E","N","K","L","J","A","K","O"
"C","F","M","A","C","M","H","I","A","E"
"H","B","K","E","N","C","I","H","G","G"
"K","I","I","C","E","F","O","F","J","A"
"L","F","I","C","G","D","B","G","J","B"
"I","D","O","J","F","K","H","G","M","K"
"H","M","F","A","G","K","E","F","C","F"
"A","E","O","E","L","B","E","F","G","J"
"M","H","G","G","D","B","O","H","N","M"
"H","J","C","A","O","F","I","I","C","H"
"I","E","B","E","N","E","O","L","H","G"
"C","N","J","B","J","G","F","K","J","B"
"H","D","E","E","D","F","C","D","I","F"
"A","F","H","N","J","G","N","E","I","G"
"G","F","I","O","F","L","J","C","M","E"
"C","F","E","I","E","H","H","F","J","F"
"I","F","G","B","O","F","D","D","I","G"
"I","J","E","N","B","E","M","I","K","D"
"I","H","B","L","I","I","B","M","L","O"
"D","M","F","K","N","A","M","H","F","J"
"C","O","G","C","F","G","E","G","D","I"
"B","J","E","M","K","M","E","D","A","O"
"E","H","I","L","H","F","O","M","H","K"
"D","H","L","N","O","H","O","L","J","A"
"O","G","H","B","J","O","B","L","M","C"
"E","O","O","N","O","M","J","J","H","H"
"E","H","E","F","D","E","C","L","B","J"
"E","C","B","H","B","J","O","L","N","N"
"F","H","C","M","J","C","H","H","A","M"
"A","A","O","J","J","B","O","C","G","G"
"I","K","I","H","D","O","G","A","N","J"
"L","F","B","N","E","G","M","C","J","D"
"A","A","O","J","O","B","J","O","B","F"
"O","I","A","D","C","H","H","F","C","J"
"E","O","K","N","C","H","E","J","G","F"
"L","O","N","B","D","B","O","L","H","H"
"N","C","I","A","L","M","J","D","D","A"
"O","C","F","M","J","N","A","C","B","C"
"N","L","B","F","M","J","H","I","H","C"
"F","I","E","K","H","C","M","L","H","M"
"D","H","I","O","O","B","B","A","G","N"
"K","I","O","B","B","N","L","O","J","A"
"D","D","I","N","N","M","I","D","N","A"
"D","M","B","H","O","N","H","E","B","H"
"O","K","N","N","O","M","H","I","K","J"
"M","J","L","M","E","B","O","B","G","E"
"D","M","J","I","A","O","C","M","B","H"
"I","J","F","M","F","M","L","D","A","A"
"D","N","I","K","I","F","I","J","H","G"
"C","C","M","I","G","M","D","J","N","O"
"K","O","H","B","J","I","H","D","A","L"
"G","M","C","G","E","F","C","F","O","M"
"H","L","L","E","H","K","D","B","B","K"
"A","E","K","I","M","C","I","K","L","N"
"M","A","M","O","B","H","J","J","J","L"
"H","I","E","G","I","J","B","O","H","C"
"C","G","J","A","K","F","O","G","M","K"
"J","O","A","F","K","C","M","F","M","H"
"F","G","J","O","D","D","N","L","B","H"
"O","N","O","N","N","H","G","M","J","I"
"J","B","C","N","B","I","O","O","M","I"
"F","J","C","O","O","E","L","J","C","J"
"L","H","F","N","H","I","D","K","B","D"
"M","J","G","A","G","D","E","J","K","K"
"E","F","K","F","K","E","C","B","H","J"
"F","N","F","I","H","F","M","E","H","D"
"H","A","H","H","C","N","I","D","E","A"
"L","F","N","D","C","A","E","A","H","E"
"C","O","N","B","L","F","K","C","I","K"
"K","G","J","L","B","L","N","D","D","H"
"D","I","L","A","F","H","L","F","G","I"
"M","F","C","B","K","B","C","H","F","A"
"I","E","A","H","I","D","K","C","M","N"
"F","E","M","J","K","J","N","M","E","N"
"J","K","D","E","A","B","L","K","K","B"
"O","L","D","I","L","J","E","K","M","J"
"E","G","M","B","M","I","I","D","N","G"
"A","L","N","A","J","D","J","N","J","C"
"C","F","M","A","N","C","L","C","A","G"
"B","I","F","I","E","O","E","K","E","E"
"C","G","I","K","O","B","E","I","I","N"
"L","B","N","A","G","K","B","A","D","H"
"M","K","G","E","O","F","I","O","J","K"
"C","M","J","H","F","J","A","A","C","H"
"I","L","E","M","A","D","B","N","N","J"
"I","M","F","D","G","O","D","G","B","C"
"F","E","N","I","E","F","K","D","B","G"
"L","C","F","G","I","N","N","B","M","K"
"B","O","F","O","N","J","L","C","E","G"
"F","G","M","E","D","E","N","I","O","G"
"I","I","C","G","A","B","J","I","K","O"
"C","J","B","I","C","C","K","K","A","F"
"F","O","J","I","D","E","E","C","E","E"
"E","G","G","B","O","F","N","O","E","C"
"F","G","A","A","K","J","C","M","G","N"
"G","O","K","O","E","K","N","C","O","F"
"M","E","M","I","J","B","G","A","H","G"
"F","K","M","E","N","C","C","G","J","G"
"F","O","J","H","G","O","N","F","J","H"
"M","F","L","F","G","C","G","L","C","C"
"N","B","H","K","B","B","I","I","M","H"
"E","J","E","C","J","E","O","D","N","O"
"K","G","O","M","F","B","G","O","O","B"
"O","G","N","O","B","B","L","E","C","A"
"G","A","G","B","M","J","E","O","J","A"
"H","F","D","J","O","O","I","A","J","H"
"C","F","M","A","L","J","L","C","A","I"
"H","H","A","A","F","K","D","K","F","E"
"O","C","D","I","A","B","D","M","C","A"
"O","C","C","I","B","E","E","N","M","G"
"K","F","B","H","N","N","I","F","I","M"
"K","I","A","A","E","G","N","J","G","C"
"G","M","C","D","A","O","G","N","D","B"
"K","O","K","J","E","C","O","N","E","K"
"H","K","N","F","A","F","M","I","M","A"
"J","E","A","J","M","O","B","F","J","C"
"L","J","L","C","J","G","B","K","C","M"
"N","F","E","G","E","B","H","H","E","J"
"E","E","K","J","G","C","B","H","K","K"
"M","E","N","N","G","N","K","O","J","D"
"G","G","G","O","O","D","N","H","L","C"
"I","E","E","L","M","G","G","N","B","A"
"L","B","B","G","I","K","K","B","D","B"
"C","I","I","A","I","A","L","F","J","K"
"A","F","M","K","B","B","N","C","J","G"
"L","D","M","N","M","G","L","D","H","M"
"O","B","J","C","L","F","K","G","O","I"
"N","G","J","I","G","I","N","K","K","H"
"C","J","B","I","F","M","L","K","I","G"
"B","K","M","I","E","K","K","A","H","K"
"H","O","J","J","I","E","F","D","E","F"
"I","I","N","O","C","H","G","M","M","G"
"D","K","N","H","O","D","B","C","I","B"
"I","J","L","L","I","D","E","L","B","A"
"J","O","D","M","O","E","I","D","K","C"
"M","H","L","A","B","B","L","D","C","C"
"B","B","J","K","D","C","O","A","C","M"
"A","A","I","N","H","A","J","O","B","K"
"H","N","M","E","C","B","O","O","K","J"
"I","J","N","O","N","J","K","N","C","B"
"H","I","L","G","E","I","L","F","H","M"
"A","B","J","M","F","E","H","L","O","G"
