"var_1","var_2","var_3","var_4","var_5","var_6","var_7","var_8","var_9","var_10"
"N","K","B","L","F","I","I","D","L","A"
"I","F","M","L","I","M","K","G","C","I"
"F","B","E","K","H","H","C","F","L","I"
"O","D","O","I","C","F","C","F","O","M"
"N","E","O","L","G","M","B","H","K","J"
"J","J","N","O","N","G","M","H","F","I"
"O","J","B","I","B","E","E","I","J","J"
"L","A","A","L","O","L","D","O","A","M"
"C","D","K","K","E","J","B","F","G","J"
"K","C","N","G","F","A","M","G","A","K"
"G","D","O","G","M","G","L","G","L","O"
"M","B","C","G","O","M","K","O","G","B"
"C","E","K","I","K","L","O","N","B","M"
"J","J","M","O","L","J","F","A","M","L"
"B","E","I","E","H","D","C","G","E","I"
"K","J","N","D","J","K","B","H","H","H"
"M","M","I","J","N","B","D","C","C","G"
"D","I","B","D","E","F","A","M","I","M"
"H","F","A","C","F","M","A","C","J","D"
"C","A","C","L","E","B","E","C","B","K"
"A","J","E","K","E","E","L","M","C","F"
"M","L","I","A","G","G","A","F","O","I"
"M","L","I","F","G","G","N","F","H","B"
"A","M","B","K","K","A","I","K","B","F"
"O","L","N","G","E","C","J","B","C","I"
"O","O","B","L","N","H","J","F","A","M"
"J","G","C","G","N","E","M","O","H","G"
"F","B","D","A","M","B","B","O","M","M"
"N","B","K","G","K","C","D","B","I","N"
"A","E","N","J","E","K","A","H","K","G"
"G","H","A","M","K","L","G","B","H","H"
"E","A","A","N","H","C","N","C","B","D"
"B","N","E","C","H","D","J","G","C","I"
"C","B","H","C","H","O","E","G","O","I"
"K","K","F","J","A","C","N","H","E","I"
"N","F","H","I","E","B","B","G","G","M"
"J","B","I","C","F","E","N","L","I","M"
"J","G","B","A","G","L","H","O","M","E"
"N","G","J","I","A","O","C","K","K","B"
"H","I","L","C","I","D","B","I","H","L"
"O","D","M","I","F","B","D","M","J","A"
"G","H","K","N","H","B","D","B","H","L"
"O","J","M","G","I","G","D","K","N","O"
"N","K","G","D","A","F","F","G","F","H"
"I","O","I","M","F","M","I","B","O","B"
"A","E","N","J","J","J","C","J","L","F"
"K","B","D","I","B","L","J","J","J","F"
"H","D","E","H","E","K","A","M","B","E"
"C","E","D","N","D","C","D","I","A","O"
"I","G","F","O","G","A","D","H","M","A"
"O","A","B","N","K","F","D","K","L","E"
"C","E","C","L","E","F","K","C","J","G"
"F","M","B","H","O","I","B","N","K","B"
"C","J","J","B","F","N","F","O","C","O"
"N","G","B","J","H","M","F","G","G","I"
"O","M","F","D","C","M","J","L","I","G"
"I","J","C","L","I","A","A","G","K","N"
"G","B","K","O","B","D","N","B","N","B"
"A","A","O","F","D","N","D","H","F","A"
"J","C","A","C","G","G","C","A","D","J"
"M","O","K","N","K","A","L","E","J","H"
"A","K","C","I","L","D","D","D","G","C"
"E","J","J","C","F","E","O","B","C","E"
"B","D","M","G","N","J","K","A","D","J"
"F","K","H","G","K","I","L","B","K","M"
"G","B","I","G","K","M","J","G","F","M"
"M","A","C","F","I","B","D","J","G","F"
"J","I","F","C","D","M","K","O","K","L"
"J","I","I","C","E","N","G","G","J","B"
"N","D","G","N","D","K","M","D","L","B"
"B","L","C","L","M","M","F","I","J","A"
"K","I","I","O","E","B","D","D","D","I"
"B","D","N","J","G","A","A","I","K","E"
"D","N","M","A","F","O","L","H","D","H"
"C","G","C","G","J","E","B","K","N","D"
"N","H","D","N","H","C","I","D","C","D"
